"name","medal_type","gender","country","event","isteam","url_event"
"XIAO Ruoteng","Silver Medal","Male","China","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"SU Weide","Silver Medal","Male","China","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"CHIRAULT Thomas","Silver Medal","Male","France","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"VALLADONT Jean-Charles","Silver Medal","Male","France","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"ADDIS Baptiste","Silver Medal","Male","France","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"MORO Manlio","Bronze Medal","Male","Italy","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"LAMON Francesco","Bronze Medal","Male","Italy","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"MILAN Jonathan","Bronze Medal","Male","Italy","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"CONSONNI Simone","Bronze Medal","Male","Italy","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"GANNA Filippo","Bronze Medal","Male","Italy","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"O'BRIEN Kelland","Gold Medal","Male","Australia","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"LEAHY Conor","Gold Medal","Male","Australia","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"BLEDDYN Oliver","Gold Medal","Male","Australia","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"MORIARTY James","Gold Medal","Male","Australia","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"WELSFORD Sam","Gold Medal","Male","Australia","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"HAYTER Ethan","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"STEWART Mark","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"VERNON Ethan","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"WOOD Oliver","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"BIGHAM Daniel","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"TANFIELD Charlie","Silver Medal","Male","Great Britain","Men's Team Pursuit",True,"/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------"
"GLAETZER Matthew","Bronze Medal","Male","Australia","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"RICHARDSON Matthew","Bronze Medal","Male","Australia","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"HOFFMAN Leigh","Bronze Medal","Male","Australia","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"CORNISH Thomas","Bronze Medal","Male","Australia","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"LAVREYSEN Harrie","Gold Medal","Male","Netherlands","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"van den BERG Roy","Gold Medal","Male","Netherlands","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"HOOGLAND Jeffrey","Gold Medal","Male","Netherlands","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"van LOON Tijmen","Gold Medal","Male","Netherlands","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"CARLIN Jack","Silver Medal","Male","Great Britain","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"LOWE Ed","Silver Medal","Male","Great Britain","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"TURNBULL Hamish","Silver Medal","Male","Great Britain","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"TRUMAN Joseph","Silver Medal","Male","Great Britain","Men's Team Sprint",True,"/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------"
"JURKA Jakub","Bronze Medal","Male","Czechia","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--"
"RUBES Martin","Bronze Medal","Male","Czechia","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--"
"CUPR Michal","Bronze Medal","Male","Czechia","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--"
"BERAN Jiri","Bronze Medal","Male","Czechia","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--"
"ANDRASFI Tibor","Gold Medal","Male","Hungary","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"KOCH Mate Tamas","Gold Medal","Male","Hungary","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"SIKLOSI Gergely","Gold Medal","Male","Hungary","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"NAGY David","Gold Medal","Male","Hungary","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"KANO Koki","Silver Medal","Male","Japan","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"MINOBE Kazuyasu","Silver Medal","Male","Japan","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"YAMADA Masaru","Silver Medal","Male","Japan","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"KOMATA Akira","Silver Medal","Male","Japan","Men's Épée Team",True,"/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--"
"TEMPLE Matthew","Bronze Medal","Male","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"YONG Joshua","Bronze Medal","Male","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"ANDERSON Iona","Bronze Medal","Female","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"STUBBLETY-COOK Zac","Bronze Medal","Male","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"McKEOWN Kaylee","Bronze Medal","Female","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"CHALMERS Kyle","Bronze Medal","Male","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"McKEON Emma","Bronze Medal","Female","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"O'CALLAGHAN Mollie","Bronze Medal","Female","Australia","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"SWANSON Charlie","Gold Medal","Male","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"SMITH Regan","Gold Medal","Female","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"WALSH Gretchen","Gold Medal","Female","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"MURPHY Ryan","Gold Medal","Male","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"HUSKE Torri","Gold Medal","Female","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"FINK Nic","Gold Medal","Male","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"WEITZEIL Abbey","Gold Medal","Female","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"DRESSEL Caeleb","Gold Medal","Male","United States","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"PAN Zhanle","Silver Medal","Male","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"YANG Junxuan","Silver Medal","Female","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"XU Jiayu","Silver Medal","Male","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"TANG Qianting","Silver Medal","Female","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"ZHANG Yufei","Silver Medal","Female","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"QIN Haiyang","Silver Medal","Male","China","Mixed 4 x 100m Medley Relay",True,"/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--"
"DAHLBERG Anton","Bronze Medal","Male","Sweden","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"KARLSSON Lovisa","Bronze Medal","Female","Sweden","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"VADLAU Lara","Gold Medal","Female","Austria","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"MAEHR Lukas","Gold Medal","Male","Austria","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"OKADA Keiju","Silver Medal","Male","Japan","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"YOSHIOKA Miho","Silver Medal","Female","Japan","Mixed Dinghy",True,"/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--"
"DABROWSKI Gabriela","Bronze Medal","Female","Canada","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--"
"HIGASHINO Arisa","Bronze Medal","Female","Japan","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--"
"WATANABE Yuta","Bronze Medal","Male","Japan","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000200--"
"SHIN Yubin","Bronze Medal","Female","Korea","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000200--"
"LIM Jonghoon","Bronze Medal","Male","Korea","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000200--"
"AUGER-ALIASSIME Felix","Bronze Medal","Male","Canada","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--"
"HUANG Ya Qiong","Gold Medal","Female","China","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--"
"MACHAC Tomas","Gold Medal","Male","Czechia","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--"
"SINIAKOVA Katerina","Gold Medal","Female","Czechia","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--"
"ZHENG Si Wei","Gold Medal","Male","China","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--"
"SUN Yingsha","Gold Medal","Female","China","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--"
"WANG Chuqin","Gold Medal","Male","China","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--"
"KIM Won Ho","Silver Medal","Male","Korea","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--"
"JEONG Na Eun","Silver Medal","Female","Korea","Mixed Doubles",True,"/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--"
"KIM Kum Yong","Silver Medal","Female","DPR Korea","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--"
"RI Jong Sik","Silver Medal","Male","DPR Korea","Mixed Doubles",True,"/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--"
"ZHANG Zhizhen","Silver Medal","Male","China","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--"
"WANG Xinyu","Silver Medal","Female","China","Mixed Doubles",True,"/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--"
"WILKINSON Micah","Bronze Medal","Male","New Zealand","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"DAWSON Erica","Bronze Medal","Female","New Zealand","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"BANTI Caterina Marianna","Gold Medal","Female","Italy","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"TITA Ruggero","Gold Medal","Male","Italy","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"MAJDALANI Mateo","Silver Medal","Male","Argentina","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"BOSCO Eugenia","Silver Medal","Female","Argentina","Mixed Multihull",True,"/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--"
"POTTER Beth","Bronze Medal","Female","Great Britain","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"DICKINSON Samuel","Bronze Medal","Male","Great Britain","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"TAYLOR-BROWN Georgia","Bronze Medal","Female","Great Britain","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"YEE Alex","Bronze Medal","Male","Great Britain","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"LUEHRS Lasse","Gold Medal","Male","Germany","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"TERTSCH Lisa","Gold Medal","Female","Germany","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"LINDEMANN Laura","Gold Medal","Female","Germany","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"HELLWIG Tim","Gold Medal","Male","Germany","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"RIDER Seth","Silver Medal","Male","United States","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"PEARSON Morgan","Silver Medal","Male","United States","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"SPIVEY Taylor","Silver Medal","Female","United States","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"KNIBB Taylor","Silver Medal","Female","United States","Mixed Relay",True,"/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--"
"GONCALVES Leonardo","Bronze Medal","Male","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"SILVA Rafael","Bronze Medal","Male","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"HUH Mimi","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"JUNG Yerin","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"ELLISON Brady","Bronze Medal","Male","United States","Mixed Team",True,"/en/paris-2024/results/archery/mixed-team/fnl-000200--"
"LEE Hyekyeong","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"KIM Jisu","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"KIM Hayun","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"PIMENTA Larissa","Bronze Medal","Female","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"HAN Juyeo","Bronze Medal","Male","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"YOON Hyunji","Bronze Medal","Female","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"AN Baul","Bronze Medal","Male","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"KAUFHOLD Casey","Bronze Medal","Female","United States","Mixed Team",True,"/en/paris-2024/results/archery/mixed-team/fnl-000200--"
"SILVA Rafaela","Bronze Medal","Female","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"SOUZA Beatriz","Bronze Medal","Female","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"QUADROS Ketleyn","Bronze Medal","Female","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"KIM Won Jin","Bronze Medal","Male","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"CARGNIN Daniel","Bronze Medal","Male","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"LIMA Willian","Bronze Medal","Male","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
"LEE Joonhwan","Bronze Medal","Male","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"KIM Minjong","Bronze Medal","Male","Korea","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00020000"
"MACEDO Rafael","Bronze Medal","Male","Brazil","Mixed Team",True,"/en/paris-2024/results/judo/mixed-team/repf00010000"
